text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,tokens,token_count
accidentally sent a love letter to the wrong person. love note fail: maximum embarrassment!,Embarrassed,2023-09-02 18:30:00,LoveLetterBlunderHighSchool,Facebook, #LoveLetterFail #HighSchoolAwkward ,17.0,33.0,USA,2023,9,2,18,"['accidentally', 'sent', 'a', 'love', 'letter', 'to', 'the', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrassment']",14
attempting to impress the teacher with an elaborate science experiment. science geek mode: activated!,Excitement,2023-09-03 22:00:00,ScienceExperimentProHighSchool,Twitter, #ScienceGeek #HighSchoolExperiments ,23.0,44.0,UK,2023,9,3,22,"['attempting', 'to', 'impress', 'the', 'teacher', 'with', 'an', 'elaborate', 'science', 'experiment', 'science', 'geek', 'mode', 'activated']",14
crafting intricate friendship bracelets for the whole squad. friendship level: expert weaver!,Joy,2023-09-04 15:15:00,BraceletCraftsmanHighSchool,Instagram, #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0,USA,2023,9,4,15,"['crafting', 'intricate', 'friendship', 'bracelets', 'for', 'the', 'whole', 'squad', 'friendship', 'level', 'expert', 'weaver']",12
attempting to beat the record for the most consecutive cartwheels. cartwheel challenge: underway!,Excitement,2023-09-05 12:30:00,CartwheelMasterHighSchool,Twitter, #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0,Canada,2023,9,5,12,"['attempting', 'to', 'beat', 'the', 'record', 'for', 'the', 'most', 'consecutive', 'cartwheels', 'cartwheel', 'challenge', 'underway']",13
organizing a movie marathon with friends. popcorn and cinematic adventures await!,Joy,2023-09-06 16:45:00,MovieMarathonHostHighSchool,Facebook, #MovieNight #HighSchoolMemories ,22.0,43.0,UK,2023,9,6,16,"['organizing', 'a', 'movie', 'marathon', 'with', 'friends', 'popcorn', 'and', 'cinematic', 'adventures', 'await']",11
experimenting with a new hair color. a bold change for a bold semester!,Excitement,2023-09-07 18:20:00,HairColorExperimentHighSchool,Instagram, #HairExperiment #HighSchoolStyle ,20.0,39.0,USA,2023,9,7,18,"['experimenting', 'with', 'a', 'new', 'hair', 'color', 'a', 'bold', 'change', 'for', 'a', 'bold', 'semester']",13
building a time capsule to capture memories for the future. time-traveling emotions!,Joy,2023-09-08 14:15:00,TimeCapsuleCreatorHighSchool,Facebook, #TimeCapsule #HighSchoolNostalgia ,26.0,48.0,Canada,2023,9,8,14,"['building', 'a', 'time', 'capsule', 'to', 'capture', 'memories', 'for', 'the', 'future', 'timetraveling', 'emotions']",12
accidentally walked into the wrong classroom on the first day. classroom mix-up: awkward start!,Embarrassed,2023-09-09 17:30:00,ClassroomBlunderHighSchool,Twitter, #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0,USA,2023,9,9,17,"['accidentally', 'walked', 'into', 'the', 'wrong', 'classroom', 'on', 'the', 'first', 'day', 'classroom', 'mixup', 'awkward', 'start']",14
trying out a new smoothie recipe for a healthy start to the week. smoothie enthusiast: level up!,Excitement,2023-09-10 20:45:00,SmoothieConnoisseurHighSchool,Instagram, #HealthyLiving #HighSchoolWellness ,23.0,42.0,UK,2023,9,10,20,"['trying', 'out', 'a', 'new', 'smoothie', 'recipe', 'for', 'a', 'healthy', 'start', 'to', 'the', 'week', 'smoothie', 'enthusiast', 'level', 'up']",17
reflecting on the challenges of the school year. feeling a bit overwhelmed with assignments.,Sad,2023-09-11 15:45:00,OverwhelmedHighSchoolStudent,Twitter, #SchoolChallenges #HighSchoolStruggles ,15.0,28.0,USA,2023,9,11,15,"['reflecting', 'on', 'the', 'challenges', 'of', 'the', 'school', 'year', 'feeling', 'a', 'bit', 'overwhelmed', 'with', 'assignments']",14
encountered some mean-spirited comments online. dealing with online hate is never easy.,Hate,2023-09-12 12:30:00,DealingWithHateHighSchool,Instagram, #OnlineHate #HighSchoolReality ,18.0,36.0,Canada,2023,9,12,12,"['encountered', 'some', 'meanspirited', 'comments', 'online', 'dealing', 'with', 'online', 'hate', 'is', 'never', 'easy']",12
had a bad day at school. everything seems to be going wrong.,Bad,2023-09-13 16:45:00,ToughDayHighSchool,Facebook, #BadDay #HighSchoolBlues ,20.0,40.0,UK,2023,9,13,16,"['had', 'a', 'bad', 'day', 'at', 'school', 'everything', 'seems', 'to', 'be', 'going', 'wrong']",12
feeling down after not making the sports team. disappointment lingers.,Sad,2023-09-14 18:20:00,SportsTeamRejectionHighSchool,Twitter, #Disappointment #HighSchoolSports ,17.0,34.0,USA,2023,9,14,18,"['feeling', 'down', 'after', 'not', 'making', 'the', 'sports', 'team', 'disappointment', 'lingers']",10
witnessed a heated argument in the cafeteria. unpleasant atmosphere at lunch.,Hate,2023-09-15 14:15:00,CafeteriaConflictHighSchool,Instagram, #CafeteriaDrama #HighSchoolTension ,21.0,41.0,Canada,2023,9,15,14,"['witnessed', 'a', 'heated', 'argument', 'in', 'the', 'cafeteria', 'unpleasant', 'atmosphere', 'at', 'lunch']",11
received a not-so-great grade on a major project. academic frustration setting in.,Bad,2023-09-16 17:30:00,ProjectGradeDisappointmentHighSchool,Facebook, #AcademicFrustration #HighSchoolStress ,19.0,38.0,UK,2023,9,16,17,"['received', 'a', 'notsogreat', 'grade', 'on', 'a', 'major', 'project', 'academic', 'frustration', 'setting', 'in']",12
dealing with a personal setback. sometimes life throws unexpected challenges.,Sad,2023-09-17 20:45:00,PersonalSetbackHighSchool,Twitter, #LifeChallenges #HighSchoolStruggles ,22.0,44.0,USA,2023,9,17,20,"['dealing', 'with', 'a', 'personal', 'setback', 'sometimes', 'life', 'throws', 'unexpected', 'challenges']",10
feeling lonely on a saturday night. sometimes solitude hits harder than expected.,Sad,2023-09-18 22:00:00,LonelySaturdayHighSchool,Instagram, #LonelyNights #HighSchoolEmotions ,16.0,31.0,Canada,2023,9,18,22,"['feeling', 'lonely', 'on', 'a', 'saturday', 'night', 'sometimes', 'solitude', 'hits', 'harder', 'than', 'expected']",12
experiencing cyberbullying. hateful messages online are disheartening.,Hate,2023-09-19 15:15:00,CyberbullyingVictimHighSchool,Facebook, #StopCyberbullying #HighSchoolReality ,14.0,27.0,UK,2023,9,19,15,"['experiencing', 'cyberbullying', 'hateful', 'messages', 'online', 'are', 'disheartening']",7
caught in a torrential rainstorm without an umbrella. today's weather is just bad luck.,Bad,2023-09-20 12:30:00,RainyDayBluesHighSchool,Twitter, #BadLuck #HighSchoolWeather ,18.0,35.0,USA,2023,9,20,12,"['caught', 'in', 'a', 'torrential', 'rainstorm', 'without', 'an', 'umbrella', 'todays', 'weather', 'is', 'just', 'bad', 'luck']",14
missing an important event due to unforeseen circumstances. a day filled with sadness.,Sad,2023-09-21 16:45:00,MissedOpportunityHighSchool,Instagram, #MissedChances #HighSchoolRegret ,20.0,39.0,Canada,2023,9,21,16,"['missing', 'an', 'important', 'event', 'due', 'to', 'unforeseen', 'circumstances', 'a', 'day', 'filled', 'with', 'sadness']",13
dealing with unfounded rumors circulating about personal life. rumors can be hurtful.,Hate,2023-09-22 18:20:00,RumorVictimHighSchool,Facebook, #RumorMills #HighSchoolDrama ,23.0,46.0,UK,2023,9,22,18,"['dealing', 'with', 'unfounded', 'rumors', 'circulating', 'about', 'personal', 'life', 'rumors', 'can', 'be', 'hurtful']",12
got a flat tire on the way to an important meeting. talk about a series of bad events!,Bad,2023-09-23 14:15:00,FlatTireWoesHighSchool,Twitter, #BadLuckDay #HighSchoolStruggles ,25.0,50.0,USA,2023,9,23,14,"['got', 'a', 'flat', 'tire', 'on', 'the', 'way', 'to', 'an', 'important', 'meeting', 'talk', 'about', 'a', 'series', 'of', 'bad', 'events']",18
feeling a sense of emptiness after a close friend moves away. farewells are always sad.,Sad,2023-09-24 17:30:00,FriendMovingAwayHighSchool,Instagram, #SayingGoodbye #HighSchoolEmotions ,21.0,42.0,Canada,2023,9,24,17,"['feeling', 'a', 'sense', 'of', 'emptiness', 'after', 'a', 'close', 'friend', 'moves', 'away', 'farewells', 'are', 'always', 'sad']",15
facing rejection from a dream college. disheartened but determined to explore other paths.,Sad,2023-09-25 20:45:00,CollegeRejectionHighSchool,Facebook, #CollegeDreams #HighSchoolJourney ,19.0,37.0,UK,2023,9,25,20,"['facing', 'rejection', 'from', 'a', 'dream', 'college', 'disheartened', 'but', 'determined', 'to', 'explore', 'other', 'paths']",13
encountering online toxicity during a gaming session. hateful comments can ruin the fun.,Hate,2023-09-26 14:15:00,GamingToxicityHighSchool,Twitter, #OnlineGaming #HighSchoolGamer ,16.0,32.0,USA,2023,9,26,14,"['encountering', 'online', 'toxicity', 'during', 'a', 'gaming', 'session', 'hateful', 'comments', 'can', 'ruin', 'the', 'fun']",13
having a bad hair day and feeling self-conscious. bad hair days can affect confidence.,Bad,2023-09-27 17:30:00,BadHairDayBluesHighSchool,Instagram, #BadHairDay #HighSchoolConfidence ,18.0,36.0,Canada,2023,9,27,17,"['having', 'a', 'bad', 'hair', 'day', 'and', 'feeling', 'selfconscious', 'bad', 'hair', 'days', 'can', 'affect', 'confidence']",14
feeling a sense of despair after a major project failure. hard work didn't pay off this time.,Sad,2023-09-28 22:00:00,ProjectFailureDespairHighSchool,Facebook, #ProjectStruggles #HighSchoolHardships ,21.0,41.0,UK,2023,9,28,22,"['feeling', 'a', 'sense', 'of', 'despair', 'after', 'a', 'major', 'project', 'failure', 'hard', 'work', 'didnt', 'pay', 'off', 'this', 'time']",17
experiencing hate comments for expressing personal opinions. online negativity prevails.,Hate,2023-09-29 15:45:00,OpinionsHateHighSchool,Twitter, #OnlineOpinions #HighSchoolCriticism ,24.0,48.0,USA,2023,9,29,15,"['experiencing', 'hate', 'comments', 'for', 'expressing', 'personal', 'opinions', 'online', 'negativity', 'prevails']",10
having a string of bad luck with constant technology malfunctions. tech troubles galore!,Bad,2023-09-30 18:20:00,TechMalfunctionWoesHighSchool,Instagram, #TechIssues #HighSchoolTech ,22.0,43.0,Canada,2023,9,30,18,"['having', 'a', 'string', 'of', 'bad', 'luck', 'with', 'constant', 'technology', 'malfunctions', 'tech', 'troubles', 'galore']",13
missing out on a long-anticipated event due to unexpected circumstances. a day filled with sadness.,Sad,2023-10-01 14:15:00,MissedEventBluesHighSchool,Facebook, #MissedMoments #HighSchoolRegret ,20.0,39.0,UK,2023,10,1,14,"['missing', 'out', 'on', 'a', 'longanticipated', 'event', 'due', 'to', 'unexpected', 'circumstances', 'a', 'day', 'filled', 'with', 'sadness']",15
trying out a new study technique for upcoming exams. exploring different learning strategies.,Neutral,2023-10-02 16:45:00,StudyTechniqueExperimentHighSchool,Instagram, #StudyStrategies #HighSchoolExams ,23.0,42.0,USA,2023,10,2,16,"['trying', 'out', 'a', 'new', 'study', 'technique', 'for', 'upcoming', 'exams', 'exploring', 'different', 'learning', 'strategies']",13
organizing a community cleanup event for a cleaner neighborhood. promoting environmental awareness.,Neutral,2023-10-03 12:30:00,CommunityCleanupHighSchool,Twitter, #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0,Canada,2023,10,3,12,"['organizing', 'a', 'community', 'cleanup', 'event', 'for', 'a', 'cleaner', 'neighborhood', 'promoting', 'environmental', 'awareness']",12
sharing favorite book recommendations with classmates. building a mini book club.,Neutral,2023-10-04 18:20:00,BookRecommendationsHighSchool,Facebook, #BookClub #HighSchoolReads ,19.0,38.0,UK,2023,10,4,18,"['sharing', 'favorite', 'book', 'recommendations', 'with', 'classmates', 'building', 'a', 'mini', 'book', 'club']",11
experimenting with a new recipe for a school bake sale. baking adventures in the kitchen.,Neutral,2023-10-05 14:15:00,BakeSaleRecipeExperimentHighSchool,Instagram, #BakingAdventures #HighSchoolBakes ,21.0,43.0,USA,2023,10,5,14,"['experimenting', 'with', 'a', 'new', 'recipe', 'for', 'a', 'school', 'bake', 'sale', 'baking', 'adventures', 'in', 'the', 'kitchen']",15
collaborating on a school project with peers. teamwork makes the dream work.,Neutral,2023-10-06 17:30:00,SchoolProjectCollaborationHighSchool,Twitter, #Teamwork #HighSchoolProjects ,18.0,36.0,Canada,2023,10,6,17,"['collaborating', 'on', 'a', 'school', 'project', 'with', 'peers', 'teamwork', 'makes', 'the', 'dream', 'work']",12
attending a school club meeting to explore new interests. dabbling in extracurricular activities.,Neutral,2023-10-07 20:45:00,ExtracurricularExplorationHighSchool,Instagram, #SchoolClubs #HighSchoolInterests ,22.0,45.0,UK,2023,10,7,20,"['attending', 'a', 'school', 'club', 'meeting', 'to', 'explore', 'new', 'interests', 'dabbling', 'in', 'extracurricular', 'activities']",13
exploring a new part-time job opportunity for gaining work experience. career development in progress.,Neutral,2023-10-08 15:15:00,PartTimeJobExplorationHighSchool,Facebook, #CareerDevelopment #HighSchoolJobs ,24.0,48.0,USA,2023,10,8,15,"['exploring', 'a', 'new', 'parttime', 'job', 'opportunity', 'for', 'gaining', 'work', 'experience', 'career', 'development', 'in', 'progress']",14
attending a school assembly to stay informed about upcoming events and announcements. staying connected with school activities.,Neutral,2023-10-09 22:00:00,SchoolAssemblyParticipationHighSchool,Twitter, #SchoolEvents #HighSchoolConnectivity ,20.0,40.0,Canada,2023,10,9,22,"['attending', 'a', 'school', 'assembly', 'to', 'stay', 'informed', 'about', 'upcoming', 'events', 'and', 'announcements', 'staying', 'connected', 'with', 'school', 'activities']",17
exploring a new hobby of photography during free time. capturing moments through a lens.,Neutral,2023-10-10 14:15:00,PhotographyHobbyHighSchool,Instagram, #PhotographyJourney #HighSchoolHobbies ,25.0,49.0,UK,2023,10,10,14,"['exploring', 'a', 'new', 'hobby', 'of', 'photography', 'during', 'free', 'time', 'capturing', 'moments', 'through', 'a', 'lens']",14
participating in a science fair to showcase a unique experiment. sharing knowledge with peers.,Neutral,2023-10-11 16:45:00,ScienceFairParticipationHighSchool,Facebook, #ScienceFair #HighSchoolScience ,19.0,37.0,USA,2023,10,11,16,"['participating', 'in', 'a', 'science', 'fair', 'to', 'showcase', 'a', 'unique', 'experiment', 'sharing', 'knowledge', 'with', 'peers']",14
attending a workshop on time management to enhance organizational skills. striving for efficiency.,Neutral,2023-10-12 18:20:00,TimeManagementWorkshopHighSchool,Twitter, #EfficiencyGoals #HighSchoolSkills ,23.0,44.0,Canada,2023,10,12,18,"['attending', 'a', 'workshop', 'on', 'time', 'management', 'to', 'enhance', 'organizational', 'skills', 'striving', 'for', 'efficiency']",13
volunteering at a local charity event to give back to the community. contributing to social causes.,Neutral,2023-10-13 12:30:00,CharityEventVolunteerHighSchool,Instagram, #CommunityService #HighSchoolVolunteer ,20.0,39.0,UK,2023,10,13,12,"['volunteering', 'at', 'a', 'local', 'charity', 'event', 'to', 'give', 'back', 'to', 'the', 'community', 'contributing', 'to', 'social', 'causes']",16
collaborating on a group project to promote teamwork and shared responsibilities. group effort in action.,Neutral,2023-10-14 17:30:00,GroupProjectCollaborationHighSchool,Facebook, #TeamSpirit #HighSchoolProjects ,18.0,35.0,USA,2023,10,14,17,"['collaborating', 'on', 'a', 'group', 'project', 'to', 'promote', 'teamwork', 'and', 'shared', 'responsibilities', 'group', 'effort', 'in', 'action']",15
participating in a debate club to enhance critical thinking and communication skills. intellectual engagement in progress.,Neutral,2023-10-15 20:45:00,DebateClubParticipationHighSchool,Twitter, #DebateSkills #HighSchoolIntellect ,22.0,43.0,Canada,2023,10,15,20,"['participating', 'in', 'a', 'debate', 'club', 'to', 'enhance', 'critical', 'thinking', 'and', 'communication', 'skills', 'intellectual', 'engagement', 'in', 'progress']",16
celebrating a friend's birthday with a surprise party. joyful moments and laughter all around!,Happy,2023-10-16 15:45:00,BirthdaySurpriseHighSchool,Instagram, #SurpriseParty #HighSchoolCelebration ,27.0,52.0,UK,2023,10,16,15,"['celebrating', 'a', 'friends', 'birthday', 'with', 'a', 'surprise', 'party', 'joyful', 'moments', 'and', 'laughter', 'all', 'around']",14
successfully completing a challenging coding project. excitement for overcoming coding hurdles!,Happy,2023-10-17 12:30:00,CodingSuccessHighSchool,Twitter, #CodingTriumph #HighSchoolTech ,24.0,48.0,USA,2023,10,17,12,"['successfully', 'completing', 'a', 'challenging', 'coding', 'project', 'excitement', 'for', 'overcoming', 'coding', 'hurdles']",11
attending a school talent show to support classmates. applauding the diverse talents on display!,Happy,2023-10-18 16:45:00,TalentShowSupportHighSchool,Facebook, #TalentShow #HighSchoolEntertainment ,19.0,38.0,Canada,2023,10,18,16,"['attending', 'a', 'school', 'talent', 'show', 'to', 'support', 'classmates', 'applauding', 'the', 'diverse', 'talents', 'on', 'display']",14
"exploring a new hiking trail with friends over the weekend. nature, laughter, and good vibes!",Happy,2023-10-19 18:20:00,WeekendHikeHighSchool,Instagram, #NatureAdventures #HighSchoolFriends ,21.0,42.0,UK,2023,10,19,18,"['exploring', 'a', 'new', 'hiking', 'trail', 'with', 'friends', 'over', 'the', 'weekend', 'nature', 'laughter', 'and', 'good', 'vibes']",15
winning a friendly sports competition against rival schools. victory celebrations in full swing!,Happy,2023-10-20 14:15:00,SportsVictoryHighSchool,Twitter, #SportsTriumph #HighSchoolAthletics ,26.0,50.0,USA,2023,10,20,14,"['winning', 'a', 'friendly', 'sports', 'competition', 'against', 'rival', 'schools', 'victory', 'celebrations', 'in', 'full', 'swing']",13
receiving a heartfelt letter from a pen pal in another country. connecting across the globe!,Happy,2023-10-21 17:30:00,PenPalConnectionHighSchool,Facebook, #GlobalFriendship #HighSchoolCorrespondence ,23.0,45.0,Canada,2023,10,21,17,"['receiving', 'a', 'heartfelt', 'letter', 'from', 'a', 'pen', 'pal', 'in', 'another', 'country', 'connecting', 'across', 'the', 'globe']",15
